Week,Retailer,Sales Gold NZ BL,Sales Gold NZ ZR
27/08/2018,Hyundae Department,1709.38484,1709.38484
27/08/2018,Market 999,77.77842566,77.77842566
27/08/2018,Homeplus 365,8.862973761,8.862973761
27/08/2018,Emart24,9.694523077,9.694523077
27/08/2018,Mini Stop,1.413784615,1.413784615
27/08/2018,No Brand,872.2441379,872.2441379
27/08/2018,CU,35.62099125,35.62099125
27/08/2018,Shinsegae Department,0,0
27/08/2018,Sampling ,1041.910776,1041.910776
27/08/2018,Loss,11498.17575,11498.17575
27/08/2018,Wholesale,64798.83576,64798.83576
27/08/2018,E-commerce,2966.06414,2966.06414
27/08/2018,Retail,64022.29138,64022.29138
03/09/2018,Lotte Mart,6105.134111,6105.134111
03/09/2018,Lotte super,3250.443149,3250.443149
03/09/2018,Homeplus,9298.067055,9298.067055
03/09/2018,AK Plaza,264,264
03/09/2018,GS Retail,2834,2834
03/09/2018,Lotte Department,212,212
03/09/2018,GS25,236,236
03/09/2018,Emart everyday,785.664723,785.664723
03/09/2018,CS Distribution,0,0
03/09/2018,Eland,1341.311953,1341.311953
03/09/2018,Emart,19951.10881,19951.10881
03/09/2018,Emart traders,2211.963732,2211.963732
03/09/2018,Homeplus Express,2499.19242,2499.19242
03/09/2018,Mega Mart,1028.075802,1028.075802
03/09/2018,Costco Korea,13895.43574,13895.43574
03/09/2018,VIC Market,259,259
03/09/2018,Hyundae Department,1984.25656,1984.25656
03/09/2018,Market 999,59.18367347,59.18367347
03/09/2018,Homeplus 365,10.08746356,10.08746356
03/09/2018,Emart24,7.624338462,7.624338462
03/09/2018,Mini Stop,0.959353846,0.959353846
03/09/2018,No Brand,660.9268966,660.9268966
03/09/2018,CU,27.52186589,27.52186589
03/09/2018,Shinsegae Department,0,0
03/09/2018,Sampling ,1020.686286,1020.686286
03/09/2018,Loss,30481.081,30481.081
03/09/2018,Wholesale,89146.84307,89146.84307
03/09/2018,E-commerce,2901.83965,2901.83965
03/09/2018,Retail,66921.95765,66921.95765
10/09/2018,Lotte Mart,7564.836735,7564.836735
10/09/2018,Lotte super,2950.116618,2950.116618
10/09/2018,Homeplus,15846.28571,15846.28571
10/09/2018,AK Plaza,224,224
10/09/2018,GS Retail,2499,2499
10/09/2018,Lotte Department,0,0
10/09/2018,GS25,841,841
10/09/2018,Emart everyday,3738.495627,3738.495627
10/09/2018,CS Distribution,0,0
10/09/2018,Eland,4292.361516,4292.361516
10/09/2018,Emart,13675.12673,13675.12673
10/09/2018,Emart traders,4026.800748,4026.800748
10/09/2018,Homeplus Express,4275.985423,4275.985423
10/09/2018,Mega Mart,1111.778426,1111.778426
10/09/2018,Costco Korea,36799.81053,36799.81053
10/09/2018,VIC Market,2203,2203
10/09/2018,Hyundae Department,2642.069971,2642.069971
10/09/2018,Market 999,77.02623907,77.02623907
10/09/2018,Homeplus 365,11.57434402,11.57434402
10/09/2018,Emart24,6.614492308,6.614492308
10/09/2018,Mini Stop,12.67356923,12.67356923
10/09/2018,No Brand,475.8377666,475.8377666
10/09/2018,CU,61.63265306,61.63265306
10/09/2018,Shinsegae Department,0,0
10/09/2018,Sampling ,1020.972,1020.972
10/09/2018,Loss,10000,10000
10/09/2018,Wholesale,139021.6212,139021.6212
10/09/2018,E-commerce,7824.77551,7824.77551
10/09/2018,Retail,103336.0271,103336.0271
17/09/2018,Lotte Mart,17396.02624,17396.02624
17/09/2018,Lotte super,2783.396501,2783.396501
17/09/2018,Homeplus,17841.85714,17841.85714
17/09/2018,AK Plaza,285,285
17/09/2018,GS Retail,2136,2136
17/09/2018,Lotte Department,0,0
17/09/2018,GS25,1466,1466
17/09/2018,Emart everyday,4285.569096,4285.569096
17/09/2018,CS Distribution,0,0
17/09/2018,Eland,4133.376093,4133.376093
17/09/2018,Emart,28422.45793,28422.45793
17/09/2018,Emart traders,5774.904053,5774.904053
17/09/2018,Homeplus Express,4297.25656,4297.25656
17/09/2018,Mega Mart,1539.037901,1539.037901
17/09/2018,Costco Korea,26398.15091,26398.15091
17/09/2018,VIC Market,2350,2350
17/09/2018,Hyundae Department,1852.361516,1852.361516
17/09/2018,Market 999,71.5451895,71.5451895
17/09/2018,Homeplus 365,10.72886297,10.72886297
17/09/2018,Emart24,371.0932154,371.0932154
17/09/2018,Mini Stop,41.07549231,41.07549231
17/09/2018,No Brand,945.4684615,945.4684615
17/09/2018,CU,64.34402332,64.34402332
17/09/2018,Shinsegae Department,0,0
17/09/2018,Sampling ,1052.445102,1052.445102
17/09/2018,Loss,0,0
17/09/2018,Wholesale,67078.65564,67078.65564
17/09/2018,E-commerce,9476.069971,9476.069971
17/09/2018,Retail,122465.6492,122465.6492
24/09/2018,Lotte Mart,525,525
24/09/2018,Lotte super,2255.930029,2255.930029
24/09/2018,Homeplus,11411.05248,11411.05248
24/09/2018,AK Plaza,193,193
24/09/2018,GS Retail,1637,1637
24/09/2018,Lotte Department,275,275
24/09/2018,GS25,119,119
24/09/2018,Emart everyday,1929.174927,1929.174927
24/09/2018,CS Distribution,0,0
24/09/2018,Eland,4420.291545,4420.291545
24/09/2018,Emart,15449.41111,15449.41111
24/09/2018,Emart traders,4897.836785,4897.836785
24/09/2018,Homeplus Express,5027.355685,5027.355685
24/09/2018,Mega Mart,184.8979592,184.8979592
24/09/2018,Costco Korea,6583.428438,6583.428438
24/09/2018,VIC Market,1129,1129
24/09/2018,Hyundae Department,1145.306122,1145.306122
24/09/2018,Market 999,68.42565598,68.42565598
24/09/2018,Homeplus 365,10.64139942,10.64139942
24/09/2018,Emart24,7.064570292,7.064570292
24/09/2018,Mini Stop,1.131724138,1.131724138
24/09/2018,No Brand,598.5514854,598.5514854
24/09/2018,CU,17.66763848,17.66763848
24/09/2018,Shinsegae Department,0,0
24/09/2018,Sampling ,692.2402245,692.2402245
24/09/2018,Loss,-2685.344499,-2685.344499
24/09/2018,Wholesale,59744.72445,59744.72445
24/09/2018,E-commerce,2359.731778,2359.731778
24/09/2018,Retail,57886.16755,57886.16755
01/10/2018,Lotte Mart,6380.142857,6380.142857
01/10/2018,Lotte super,1979.040816,1979.040816
01/10/2018,Homeplus,13184.27114,13184.27114
01/10/2018,AK Plaza,329,329
01/10/2018,GS Retail,2361,2361
01/10/2018,Lotte Department,407,407
01/10/2018,GS25,155,155
01/10/2018,Emart everyday,724.122449,724.122449
01/10/2018,CS Distribution,0,0
01/10/2018,Eland,4193.539359,4193.539359
01/10/2018,Emart,22875.39214,22875.39214
01/10/2018,Emart traders,7403.951844,7403.951844
01/10/2018,Homeplus Express,3318.116618,3318.116618
01/10/2018,Mega Mart,455.1603499,455.1603499
01/10/2018,Costco Korea,7336.572,7336.572
01/10/2018,VIC Market,201,201
01/10/2018,Hyundae Department,1402.827988,1402.827988
01/10/2018,Market 999,72.7696793,72.7696793
01/10/2018,Homeplus 365,11.95335277,11.95335277
01/10/2018,Emart24,10.75137931,10.75137931
01/10/2018,Mini Stop,1.244896552,1.244896552
01/10/2018,No Brand,789.9434483,789.9434483
01/10/2018,CU,23.44023324,23.44023324
01/10/2018,Shinsegae Department,0,0
01/10/2018,Sampling ,1138.611204,1138.611204
01/10/2018,Loss,-3497.756424,-3497.756424
01/10/2018,Wholesale,69355.24033,69355.24033
01/10/2018,E-commerce,1529.087464,1529.087464
01/10/2018,Retail,73616.24055,73616.24055
08/10/2018,Lotte Mart,6025.428571,6025.428571
08/10/2018,Lotte super,2302.586006,2302.586006
08/10/2018,Homeplus,14165.23032,14165.23032
08/10/2018,AK Plaza,194,194
08/10/2018,GS Retail,1799,1799
08/10/2018,Lotte Department,288,288
08/10/2018,GS25,145,145
08/10/2018,Emart everyday,787.7230321,787.7230321
08/10/2018,CS Distribution,0,0
08/10/2018,Eland,357.5510204,357.5510204
08/10/2018,Emart,29111.30427,29111.30427
08/10/2018,Emart traders,3607.176532,3607.176532
08/10/2018,Homeplus Express,1785.075802,1785.075802
08/10/2018,Mega Mart,718.8921283,718.8921283
08/10/2018,Costco Korea,20335.83136,20335.83136
08/10/2018,VIC Market,210,210
08/10/2018,Hyundae Department,1730.437318,1730.437318
08/10/2018,Market 999,72.01166181,72.01166181
08/10/2018,Homeplus 365,11.10787172,11.10787172
08/10/2018,Emart24,9.393310345,9.393310345
08/10/2018,Mini Stop,0.679034483,0.679034483
08/10/2018,No Brand,750.6825836,750.6825836
08/10/2018,CU,21.72011662,21.72011662
08/10/2018,Shinsegae Department,0,0
08/10/2018,Sampling ,1184.952633,1184.952633
08/10/2018,Loss,-6458.765627,-6458.765627
08/10/2018,Wholesale,49711.24198,49711.24198
08/10/2018,E-commerce,2150.661808,2150.661808
08/10/2018,Retail,84428.83094,84428.83094
15/10/2018,Lotte Mart,12269,12269
15/10/2018,Lotte super,2127.810496,2127.810496
15/10/2018,Homeplus,12837.40816,12837.40816
15/10/2018,AK Plaza,187,187
15/10/2018,GS Retail,2366,2366
15/10/2018,Lotte Department,280,280
15/10/2018,GS25,126,126
15/10/2018,Emart everyday,2189.19242,2189.19242
15/10/2018,CS Distribution,0,0
15/10/2018,Eland,471.3119534,471.3119534
15/10/2018,Emart,19451.23759,19451.23759
15/10/2018,Emart traders,4034.723032,4034.723032
15/10/2018,Homeplus Express,1663.938776,1663.938776
15/10/2018,Mega Mart,2040.524781,2040.524781
15/10/2018,Costco Korea,11955.10154,11955.10154
15/10/2018,VIC Market,1090,1090
15/10/2018,Hyundae Department,1693.177843,1693.177843
15/10/2018,Market 999,71.95335277,71.95335277
15/10/2018,Homeplus 365,9.329446064,9.329446064
15/10/2018,Emart24,8.318172414,8.318172414
15/10/2018,Mini Stop,1.188310345,1.188310345
15/10/2018,No Brand,601.6158462,601.6158462
15/10/2018,CU,20.93294461,20.93294461
15/10/2018,Shinsegae Department,0,0
15/10/2018,Sampling ,1200.897959,1200.897959
15/10/2018,Loss,-1088.249129,-1088.249129
15/10/2018,Wholesale,36807.18646,36807.18646
15/10/2018,E-commerce,1835.661808,1835.661808
15/10/2018,Retail,75495.76467,75495.76467
22/10/2018,Lotte Mart,6265.857143,6265.857143
22/10/2018,Lotte super,2063.061224,2063.061224
22/10/2018,Homeplus,9004.271137,9004.271137
22/10/2018,AK Plaza,161,161
22/10/2018,GS Retail,2200,2200
22/10/2018,Lotte Department,275,275
22/10/2018,GS25,116,116
22/10/2018,Emart everyday,952.090379,952.090379
22/10/2018,CS Distribution,0,0
22/10/2018,Eland,1281.54519,1281.54519
22/10/2018,Emart,7451.413082,7451.413082
22/10/2018,Emart traders,3251.341108,3251.341108
22/10/2018,Homeplus Express,907.8250729,907.8250729
22/10/2018,Mega Mart,74.02332362,74.02332362
22/10/2018,Costco Korea,6033.56,6033.56
22/10/2018,VIC Market,45,45
22/10/2018,Hyundae Department,1454.781341,1454.781341
22/10/2018,Market 999,71.98250729,71.98250729
22/10/2018,Homeplus 365,11.48688047,11.48688047
22/10/2018,Emart24,8.979795756,8.979795756
22/10/2018,Mini Stop,0.907120424,0.907120424
22/10/2018,No Brand,659.4034218,659.4034218
22/10/2018,CU,20.67055394,20.67055394
22/10/2018,Shinsegae Department,0,0
22/10/2018,Sampling ,1073.612245,1073.612245
22/10/2018,Loss,0,0
22/10/2018,Wholesale,45375.53936,45375.53936
22/10/2018,E-commerce,1391.690962,1391.690962
22/10/2018,Retail,42310.19928,42310.19928
29/10/2018,Lotte Mart,5944.22449,5944.22449
29/10/2018,Lotte super,1784.900875,1784.900875
29/10/2018,Homeplus,10880.29446,10880.29446
29/10/2018,AK Plaza,191,191
29/10/2018,GS Retail,1848,1848
29/10/2018,Lotte Department,131,131
29/10/2018,GS25,100,100
29/10/2018,Emart everyday,1000.772827,1000.772827
29/10/2018,CS Distribution,0,0
29/10/2018,Eland,4358.405248,4358.405248
29/10/2018,Emart,13304.65913,13304.65913
29/10/2018,Emart traders,4006.151603,4006.151603
29/10/2018,Homeplus Express,2887.61516,2887.61516
29/10/2018,Mega Mart,387.6676385,387.6676385
29/10/2018,Costco Korea,9182.36,9182.36
29/10/2018,VIC Market,408,408
29/10/2018,Hyundae Department,1384.169096,1384.169096
29/10/2018,Market 999,54.16909621,54.16909621
29/10/2018,Homeplus 365,9.70845481,9.70845481
29/10/2018,Emart24,7.552082228,7.552082228
29/10/2018,Mini Stop,3.059137401,3.059137401
29/10/2018,No Brand,539.6583024,539.6583024
29/10/2018,CU,15.80174927,15.80174927
29/10/2018,Shinsegae Department,0,0
29/10/2018,Sampling ,970.5714286,970.5714286
29/10/2018,Loss,0,0
29/10/2018,Wholesale,42407.86297,42407.86297
29/10/2018,E-commerce,1458.77551,1458.77551
29/10/2018,Retail,58429.16935,58429.16935
05/11/2018,Lotte Mart,4829,4829
05/11/2018,Lotte super,1716.644315,1716.644315
05/11/2018,Homeplus,8486.174927,8486.174927
05/11/2018,AK Plaza,201,201
05/11/2018,GS Retail,1298,1298
05/11/2018,Lotte Department,111,111
05/11/2018,GS25,95,95
05/11/2018,Emart everyday,593.787172,593.787172
05/11/2018,CS Distribution,0,0
05/11/2018,Eland,4106.349854,4106.349854
05/11/2018,Emart,8467.014608,8467.014608
05/11/2018,Emart traders,4294.25656,4294.25656
05/11/2018,Homeplus Express,1052.682216,1052.682216
05/11/2018,Mega Mart,153.7900875,153.7900875
05/11/2018,Costco Korea,9280.222,9280.222
05/11/2018,VIC Market,2130,2130
05/11/2018,Hyundae Department,1041.80758,1041.80758
05/11/2018,Market 999,44.60641399,44.60641399
05/11/2018,Homeplus 365,7.346938776,7.346938776
05/11/2018,Emart24,7.129862069,7.129862069
05/11/2018,Mini Stop,1.301482759,1.301482759
05/11/2018,No Brand,572.6524138,572.6524138
05/11/2018,CU,17.05539359,17.05539359
05/11/2018,Shinsegae Department,0,0
05/11/2018,Sampling ,632.7142857,632.7142857
05/11/2018,Loss,0,0
05/11/2018,Wholesale,34097.39942,34097.39942
05/11/2018,E-commerce,2288.787172,2288.787172
05/11/2018,Retail,48506.82182,48506.82182
12/11/2018,Lotte Mart,6642.857143,6642.857143
12/11/2018,Lotte super,1830.947522,1830.947522
12/11/2018,Homeplus,8748.868805,8748.868805
12/11/2018,AK Plaza,170,170
12/11/2018,GS Retail,2073,2073
12/11/2018,Lotte Department,296,296
12/11/2018,GS25,92,92
12/11/2018,Emart everyday,775.3819242,775.3819242
12/11/2018,CS Distribution,0,0
12/11/2018,Eland,336.909621,336.909621
12/11/2018,Emart,9459.73764,9459.73764
12/11/2018,Emart traders,3289.300292,3289.300292
12/11/2018,Homeplus Express,1043.810496,1043.810496
12/11/2018,Mega Mart,317.0553936,317.0553936
12/11/2018,Costco Korea,0,0
12/11/2018,VIC Market,232,232
12/11/2018,Hyundae Department,563.2069971,563.2069971
12/11/2018,Market 999,33.44023324,33.44023324
12/11/2018,Homeplus 365,5.889212828,5.889212828
12/11/2018,Emart24,7.46937931,7.46937931
12/11/2018,Mini Stop,0.679034483,0.679034483
12/11/2018,No Brand,391.5765517,391.5765517
12/11/2018,CU,14.4606414,14.4606414
12/11/2018,Shinsegae Department,0,0
12/11/2018,Sampling ,643.378449,643.378449
12/11/2018,Loss,0,0
12/11/2018,Wholesale,67365.25073,67365.25073
12/11/2018,E-commerce,1288.860058,1288.860058
12/11/2018,Retail,36324.59089,36324.59089
19/11/2018,Lotte Mart,5360.857143,5360.857143
19/11/2018,Lotte super,1277.664723,1277.664723
19/11/2018,Homeplus,6161.134111,6161.134111
19/11/2018,AK Plaza,152,152
19/11/2018,GS Retail,2127,2127
19/11/2018,Lotte Department,82,82
19/11/2018,GS25,105,105
19/11/2018,Emart everyday,731.0728863,731.0728863
19/11/2018,CS Distribution,0,0
19/11/2018,Eland,598.0174927,598.0174927
19/11/2018,Emart,9896.422773,9896.422773
19/11/2018,Emart traders,2508.979592,2508.979592
19/11/2018,Homeplus Express,642.3673469,642.3673469
19/11/2018,Mega Mart,307.5218659,307.5218659
19/11/2018,Costco Korea,4927.855,4927.855
19/11/2018,VIC Market,235,235
19/11/2018,Hyundae Department,0,0
19/11/2018,Market 999,28.65889213,28.65889213
19/11/2018,Homeplus 365,4.897959184,4.897959184
19/11/2018,Emart24,10.01575862,10.01575862
19/11/2018,Mini Stop,1.471241379,1.471241379
19/11/2018,No Brand,672.8317621,672.8317621
19/11/2018,CU,11.86588921,11.86588921
19/11/2018,Shinsegae Department,0,0
19/11/2018,Sampling ,625.9730408,625.9730408
19/11/2018,Loss,30487,30487
19/11/2018,Wholesale,37748.22157,37748.22157
19/11/2018,E-commerce,475.4956268,475.4956268
19/11/2018,Retail,35842.63444,35842.63444
26/11/2018,Lotte Mart,2322.411079,2322.411079
26/11/2018,Lotte super,1023.51895,1023.51895
26/11/2018,Homeplus,3410.769679,3410.769679
26/11/2018,AK Plaza,174,174
26/11/2018,GS Retail,676,676
26/11/2018,Lotte Department,181,181
26/11/2018,GS25,0,0
26/11/2018,Emart everyday,122.9708455,122.9708455
26/11/2018,CS Distribution,0,0
26/11/2018,Eland,153.2361516,153.2361516
26/11/2018,Emart,5494.988371,5494.988371
26/11/2018,Emart traders,814.3731778,814.3731778
26/11/2018,Homeplus Express,739.2740525,739.2740525
26/11/2018,Mega Mart,0,0
26/11/2018,Costco Korea,697.8782875,697.8782875
26/11/2018,VIC Market,545,545
26/11/2018,Hyundae Department,0,0
26/11/2018,Market 999,0,0
26/11/2018,Homeplus 365,0,0
26/11/2018,Emart24,5.884965517,5.884965517
26/11/2018,Mini Stop,0,0
26/11/2018,No Brand,281.7993103,281.7993103
26/11/2018,CU,0,0
26/11/2018,Shinsegae Department,0,0
26/11/2018,Sampling ,15,15
26/11/2018,Loss,-7803.105253,-7803.105253
26/11/2018,Wholesale,7892.005831,7892.005831
26/11/2018,E-commerce,484,484
26/11/2018,Retail,16643.10487,16643.10487
03/12/2018,Lotte Mart,A,0
03/12/2018,Lotte super,A,0
03/12/2018,Homeplus,A,0
03/12/2018,AK Plaza,A,0
03/12/2018,GS Retail,A,0
03/12/2018,Lotte Department,A,0
03/12/2018,GS25,A,0
03/12/2018,Emart everyday,A,0
03/12/2018,CS Distribution,A,0
03/12/2018,Eland,A,0
03/12/2018,Emart,A,0
03/12/2018,Emart traders,A,0
03/12/2018,Homeplus Express,A,0
03/12/2018,Mega Mart,A,0
03/12/2018,Costco Korea,A,0
03/12/2018,VIC Market,A,0
03/12/2018,Hyundae Department,A,0
03/12/2018,Market 999,A,0
03/12/2018,Homeplus 365,A,0
03/12/2018,Emart24,A,0
03/12/2018,Mini Stop,A,0
03/12/2018,No Brand,A,0
03/12/2018,CU,A,0
03/12/2018,Shinsegae Department,A,0
03/12/2018,Sampling ,A,0
03/12/2018,Loss,A,0
03/12/2018,Wholesale,A,0
03/12/2018,E-commerce,A,0
03/12/2018,Retail,A,0
10/12/2018,Lotte Mart,A,0
10/12/2018,Lotte super,A,0
10/12/2018,Homeplus,A,0
10/12/2018,AK Plaza,A,0
10/12/2018,GS Retail,A,0
10/12/2018,Lotte Department,A,0
10/12/2018,GS25,A,0
10/12/2018,Emart everyday,A,0
10/12/2018,CS Distribution,A,0
10/12/2018,Eland,A,0
10/12/2018,Emart,A,0
10/12/2018,Emart traders,A,0
10/12/2018,Homeplus Express,A,0
10/12/2018,Mega Mart,A,0
10/12/2018,Costco Korea,A,0
10/12/2018,VIC Market,A,0
10/12/2018,Hyundae Department,A,0
10/12/2018,Market 999,A,0
10/12/2018,Homeplus 365,A,0
10/12/2018,Emart24,A,0
10/12/2018,Mini Stop,A,0
10/12/2018,No Brand,A,0
10/12/2018,CU,A,0
10/12/2018,Shinsegae Department,A,0
10/12/2018,Sampling ,A,0
10/12/2018,Loss,A,0
10/12/2018,Wholesale,A,0
10/12/2018,E-commerce,A,0
10/12/2018,Retail,A,0
17/12/2018,Lotte Mart,A,0
17/12/2018,Lotte super,A,0
17/12/2018,Homeplus,A,0
17/12/2018,AK Plaza,A,0
17/12/2018,GS Retail,A,0
17/12/2018,Lotte Department,A,0
17/12/2018,GS25,A,0
17/12/2018,Emart everyday,A,0
17/12/2018,CS Distribution,A,0
17/12/2018,Eland,A,0
17/12/2018,Emart,A,0
17/12/2018,Emart traders,A,0
17/12/2018,Homeplus Express,A,0
17/12/2018,Mega Mart,A,0
17/12/2018,Costco Korea,A,0
17/12/2018,VIC Market,A,0
17/12/2018,Hyundae Department,A,0
17/12/2018,Market 999,A,0
17/12/2018,Homeplus 365,A,0
17/12/2018,Emart24,A,0
17/12/2018,Mini Stop,A,0
17/12/2018,No Brand,A,0
17/12/2018,CU,A,0
17/12/2018,Shinsegae Department,A,0
17/12/2018,Sampling ,A,0
17/12/2018,Loss,A,0
17/12/2018,Wholesale,A,0
17/12/2018,E-commerce,A,0
17/12/2018,Retail,A,0
24/12/2018,Lotte Mart,A,0
24/12/2018,Lotte super,A,0
24/12/2018,Homeplus,A,0
24/12/2018,AK Plaza,A,0
24/12/2018,GS Retail,A,0
24/12/2018,Lotte Department,A,0
24/12/2018,GS25,A,0
24/12/2018,Emart everyday,A,0
24/12/2018,CS Distribution,A,0
24/12/2018,Eland,A,0
24/12/2018,Emart,A,0
24/12/2018,Emart traders,A,0
24/12/2018,Homeplus Express,A,0
24/12/2018,Mega Mart,A,0
24/12/2018,Costco Korea,A,0
24/12/2018,VIC Market,A,0
24/12/2018,Hyundae Department,A,0
24/12/2018,Market 999,A,0
24/12/2018,Homeplus 365,A,0
24/12/2018,Emart24,A,0
24/12/2018,Mini Stop,A,0
24/12/2018,No Brand,A,0
24/12/2018,CU,A,0
24/12/2018,Shinsegae Department,A,0
24/12/2018,Sampling ,A,0
24/12/2018,Loss,A,0
24/12/2018,Wholesale,A,0
24/12/2018,E-commerce,A,0
24/12/2018,Retail,A,0
31/12/2018,Lotte Mart,A,0
31/12/2018,Lotte super,A,0
31/12/2018,Homeplus,A,0
31/12/2018,AK Plaza,A,0
31/12/2018,GS Retail,A,0
31/12/2018,Lotte Department,A,0
31/12/2018,GS25,A,0
31/12/2018,Emart everyday,A,0
31/12/2018,CS Distribution,A,0
31/12/2018,Eland,A,0
31/12/2018,Emart,A,0
31/12/2018,Emart traders,A,0
31/12/2018,Homeplus Express,A,0
31/12/2018,Mega Mart,A,0
31/12/2018,Costco Korea,A,0
31/12/2018,VIC Market,A,0
31/12/2018,Hyundae Department,A,0
31/12/2018,Market 999,A,0
31/12/2018,Homeplus 365,A,0
31/12/2018,Emart24,A,0
31/12/2018,Mini Stop,A,0
31/12/2018,No Brand,A,0
31/12/2018,CU,A,0
31/12/2018,Shinsegae Department,A,0
31/12/2018,Sampling ,A,0
31/12/2018,Loss,A,0
31/12/2018,Wholesale,A,0
31/12/2018,E-commerce,A,0
31/12/2018,Retail,A,0
07/01/2019,Lotte Mart,A,0
07/01/2019,Lotte super,A,0
07/01/2019,Homeplus,A,0
07/01/2019,AK Plaza,A,0
07/01/2019,GS Retail,A,0
07/01/2019,Lotte Department,A,0
07/01/2019,GS25,A,0
07/01/2019,Emart everyday,A,0
07/01/2019,CS Distribution,A,0
07/01/2019,Eland,A,0
07/01/2019,Emart,A,0
07/01/2019,Emart traders,A,0
07/01/2019,Homeplus Express,A,0
07/01/2019,Mega Mart,A,0
07/01/2019,Costco Korea,A,0
07/01/2019,VIC Market,A,0
07/01/2019,Hyundae Department,A,0
07/01/2019,Market 999,A,0
07/01/2019,Homeplus 365,A,0
07/01/2019,Emart24,A,0
07/01/2019,Mini Stop,A,0
07/01/2019,No Brand,A,0
07/01/2019,CU,A,0
07/01/2019,Shinsegae Department,A,0
07/01/2019,Sampling ,A,0
07/01/2019,Loss,A,0
07/01/2019,Wholesale,A,0
07/01/2019,E-commerce,A,0
07/01/2019,Retail,A,0
14/01/2019,Lotte Mart,A,0
14/01/2019,Lotte super,A,0
14/01/2019,Homeplus,A,0
14/01/2019,AK Plaza,A,0
14/01/2019,GS Retail,A,0
14/01/2019,Lotte Department,A,0
14/01/2019,GS25,A,0
14/01/2019,Emart everyday,A,0
14/01/2019,CS Distribution,A,0
14/01/2019,Eland,A,0
14/01/2019,Emart,A,0
14/01/2019,Emart traders,A,0
14/01/2019,Homeplus Express,A,0
14/01/2019,Mega Mart,A,0
