country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
JP,Japan,Aichi,,,JP-23,,27-02-2020,-2,6,-1,-9,1,2
JP,Japan,Aichi,,,JP-23,,28-02-2020,-2,14,0,-13,1,2
JP,Japan,Aichi,,,JP-23,,29-02-2020,-9,9,-31,-29,2,5
JP,Japan,Aichi,,,JP-23,,01-03-2020,-10,10,8,-29,1,4
JP,Japan,Aichi,,,JP-23,,02-03-2020,-7,6,8,-17,-1,3
JP,Japan,Aichi,,,JP-23,,03-03-2020,-3,8,19,-21,-3,3
JP,Japan,Aichi,,,JP-23,,04-03-2020,-13,-2,-20,-21,-3,5
JP,Japan,Aichi,,,JP-23,,05-03-2020,-8,3,-8,-22,-3,4
JP,Japan,Aichi,,,JP-23,,06-03-2020,-11,2,5,-23,-3,5
JP,Japan,Aichi,,,JP-23,,07-03-2020,-12,4,10,-33,-3,5
JP,Japan,Aichi,,,JP-23,,08-03-2020,-23,-10,-57,-42,-8,8
JP,Japan,Aichi,,,JP-23,,09-03-2020,-6,2,25,-18,-3,3
JP,Japan,Aichi,,,JP-23,,10-03-2020,-12,-5,-32,-23,-5,6
JP,Japan,Aichi,,,JP-23,,11-03-2020,-4,4,10,-20,-3,4
JP,Japan,Aichi,,,JP-23,,12-03-2020,-3,5,23,-20,-3,3
JP,Japan,Aichi,,,JP-23,,13-03-2020,-7,3,19,-21,-4,4
JP,Japan,Aichi,,,JP-23,,14-03-2020,-12,-2,-39,-35,-6,7
JP,Japan,Aichi,,,JP-23,,15-03-2020,-10,3,13,-31,-3,4
JP,Japan,Aichi,,,JP-23,,16-03-2020,-8,0,-4,-18,-3,4
JP,Japan,Aichi,,,JP-23,,17-03-2020,-5,2,22,-19,-3,3
JP,Japan,Aichi,,,JP-23,,18-03-2020,-4,4,22,-16,-2,3
JP,Japan,Aichi,,,JP-23,,19-03-2020,4,4,18,-14,-5,3
JP,Japan,Aichi,,,JP-23,,20-03-2020,2,2,17,-41,-43,15
JP,Japan,Aichi,,,JP-23,,21-03-2020,-9,3,30,-28,-6,4
JP,Japan,Aichi,,,JP-23,,22-03-2020,-11,1,21,-26,-4,3
JP,Japan,Aichi,,,JP-23,,23-03-2020,-5,1,19,-14,-4,3
JP,Japan,Aichi,,,JP-23,,24-03-2020,-3,2,11,-17,-4,4
JP,Japan,Aichi,,,JP-23,,25-03-2020,0,6,30,-14,-4,3
JP,Japan,Aichi,,,JP-23,,26-03-2020,1,10,39,-15,-5,3
JP,Japan,Aichi,,,JP-23,,27-03-2020,-12,-3,-33,-21,-7,7
JP,Japan,Aichi,,,JP-23,,28-03-2020,-13,3,-11,-32,-5,6
JP,Japan,Aichi,,,JP-23,,29-03-2020,-14,1,-11,-35,-5,6
JP,Japan,Aichi,,,JP-23,,30-03-2020,-8,0,-13,-19,-6,5
JP,Japan,Aichi,,,JP-23,,31-03-2020,-5,4,-2,-20,-6,5
JP,Japan,Aichi,,,JP-23,,01-04-2020,-16,-5,-22,-21,-6,6
JP,Japan,Aichi,,,JP-23,,02-04-2020,-9,6,30,-22,-7,5
JP,Japan,Aichi,,,JP-23,,03-04-2020,-12,5,48,-24,-8,6
JP,Japan,Aichi,,,JP-23,,04-04-2020,-14,8,53,-38,-10,7
JP,Japan,Aichi,,,JP-23,,05-04-2020,-19,5,19,-43,-10,7
JP,Japan,Aichi,,,JP-23,,06-04-2020,-9,6,29,-21,-10,6
JP,Japan,Aichi,,,JP-23,,07-04-2020,-11,5,33,-25,-10,6
JP,Japan,Aichi,,,JP-23,,08-04-2020,-17,3,28,-29,-10,7
JP,Japan,Aichi,,,JP-23,,09-04-2020,-14,6,22,-30,-10,7
JP,Japan,Aichi,,,JP-23,,10-04-2020,-21,5,1,-35,-12,9
JP,Japan,Aichi,,,JP-23,,11-04-2020,-28,4,7,-52,-20,12
JP,Japan,Aichi,,,JP-23,,12-04-2020,-38,-7,-37,-61,-20,12
JP,Japan,Aichi,,,JP-23,,13-04-2020,-33,-12,-45,-40,-16,12
JP,Japan,Aichi,,,JP-23,,14-04-2020,-23,2,6,-41,-16,11
JP,Japan,Aichi,,,JP-23,,15-04-2020,-22,5,20,-41,-17,10
JP,Japan,Aichi,,,JP-23,,16-04-2020,-22,5,20,-42,-18,11
JP,Japan,Aichi,,,JP-23,,17-04-2020,-29,0,-5,-46,-20,14
JP,Japan,Aichi,,,JP-23,,18-04-2020,-43,-11,-54,-64,-26,17
JP,Japan,Aichi,,,JP-23,,19-04-2020,-37,-1,7,-59,-23,12
JP,Japan,Aichi,,,JP-23,,20-04-2020,-34,-7,-33,-46,-21,14
JP,Japan,Aichi,,,JP-23,,21-04-2020,-30,0,15,-46,-21,13
JP,Japan,Aichi,,,JP-23,,22-04-2020,-33,-4,-4,-49,-22,14
JP,Japan,Aichi,,,JP-23,,23-04-2020,-32,-2,5,-49,-23,14
JP,Japan,Aichi,,,JP-23,,24-04-2020,-35,-2,-8,-50,-24,16
JP,Japan,Aichi,,,JP-23,,25-04-2020,-38,-1,1,-59,-26,14
JP,Japan,Aichi,,,JP-23,,26-04-2020,-42,-6,-5,-62,-27,13
JP,Japan,Aichi,,,JP-23,,27-04-2020,-30,-3,13,-46,-22,13
JP,Japan,Aichi,,,JP-23,,28-04-2020,-26,1,14,-47,-23,13
JP,Japan,Aichi,,,JP-23,,29-04-2020,-26,-5,26,-65,-54,20
JP,Japan,Aichi,,,JP-23,,30-04-2020,-27,4,15,-49,-28,16
JP,Japan,Aichi,,,JP-23,,01-05-2020,-30,1,14,-53,-38,21
JP,Japan,Aichi,,,JP-23,,02-05-2020,-40,-4,-6,-60,-32,16
JP,Japan,Aichi,,,JP-23,,03-05-2020,-41,-7,-8,-63,-29,13
JP,Japan,Aichi,,,JP-23,,04-05-2020,-19,-5,12,-71,-76,31
JP,Japan,Aichi,,,JP-23,,05-05-2020,-15,1,46,-68,-76,30
JP,Japan,Aichi,,,JP-23,,06-05-2020,-30,-14,-33,-73,-74,32
JP,Japan,Aichi,,,JP-23,,07-05-2020,-21,4,23,-47,-35,17
JP,Japan,Aichi,,,JP-23,,08-05-2020,-27,1,24,-49,-35,19
JP,Japan,Aichi,,,JP-23,,09-05-2020,-36,-6,-13,-59,-23,14
JP,Japan,Aichi,,,JP-23,,10-05-2020,-38,-12,-51,-63,-25,13
JP,Japan,Aichi,,,JP-23,,11-05-2020,-27,-1,16,-43,-25,14
JP,Japan,Aichi,,,JP-23,,12-05-2020,-29,-1,14,-45,-20,13
JP,Japan,Aichi,,,JP-23,,13-05-2020,-27,-2,8,-45,-20,13
JP,Japan,Aichi,,,JP-23,,14-05-2020,-25,-2,12,-46,-20,12
JP,Japan,Aichi,,,JP-23,,15-05-2020,-27,0,7,-46,-21,14
JP,Japan,Aichi,,,JP-23,,16-05-2020,-37,-15,-64,-62,-24,15
JP,Japan,Aichi,,,JP-23,,17-05-2020,-28,0,8,-52,-18,10
JP,Japan,Aichi,,,JP-23,,18-05-2020,-25,-5,-4,-40,-17,11
JP,Japan,Aichi,,,JP-23,,19-05-2020,-22,-4,-7,-42,-18,12
JP,Japan,Aichi,,,JP-23,,20-05-2020,-18,3,12,-39,-17,11
JP,Japan,Aichi,,,JP-23,,21-05-2020,-19,0,12,-39,-17,11
JP,Japan,Aichi,,,JP-23,,22-05-2020,-22,-1,12,-40,-19,12
JP,Japan,Aichi,,,JP-23,,23-05-2020,-21,1,3,-47,-18,10
JP,Japan,Aichi,,,JP-23,,24-05-2020,-23,-1,8,-46,-16,8
JP,Japan,Aichi,,,JP-23,,25-05-2020,-17,1,9,-32,-15,9
JP,Japan,Aichi,,,JP-23,,26-05-2020,-19,-1,-7,-34,-15,10
JP,Japan,Aichi,,,JP-23,,27-05-2020,-16,2,10,-33,-15,9
JP,Japan,Aichi,,,JP-23,,28-05-2020,-14,2,10,-33,-15,9
JP,Japan,Aichi,,,JP-23,,29-05-2020,-16,2,8,-33,-15,10
JP,Japan,Aichi,,,JP-23,,30-05-2020,-15,4,5,-40,-15,8
JP,Japan,Aichi,,,JP-23,,31-05-2020,-22,-3,-45,-47,-15,9
JP,Japan,Aichi,,,JP-23,,01-06-2020,-16,-1,1,-25,-9,7
JP,Japan,Aichi,,,JP-23,,02-06-2020,-14,1,8,-27,-10,7
JP,Japan,Aichi,,,JP-23,,03-06-2020,-15,2,7,-26,-11,7
JP,Japan,Aichi,,,JP-23,,04-06-2020,-12,2,6,-27,-11,7
JP,Japan,Aichi,,,JP-23,,05-06-2020,-11,2,6,-28,-18,9
JP,Japan,Aichi,,,JP-23,,06-06-2020,-13,2,6,-38,-15,7
JP,Japan,Aichi,,,JP-23,,07-06-2020,-15,2,7,-39,-12,6
JP,Japan,Aichi,,,JP-23,,08-06-2020,-14,-2,2,-24,-9,6
JP,Japan,Aichi,,,JP-23,,09-06-2020,-11,1,11,-25,-10,6
JP,Japan,Aichi,,,JP-23,,10-06-2020,-13,-2,-15,-24,-10,7
JP,Japan,Aichi,,,JP-23,,11-06-2020,-15,-8,-30,-26,-12,8
JP,Japan,Aichi,,,JP-23,,12-06-2020,-9,1,-11,-26,-18,9
JP,Japan,Aichi,,,JP-23,,13-06-2020,-14,-6,-46,-40,-19,10
JP,Japan,Aichi,,,JP-23,,14-06-2020,-13,-2,-39,-41,-14,7
JP,Japan,Aichi,,,JP-23,,15-06-2020,-8,3,0,-21,-9,5
JP,Japan,Aichi,,,JP-23,,16-06-2020,-8,2,10,-22,-9,6
JP,Japan,Aichi,,,JP-23,,17-06-2020,-8,2,8,-21,-10,6
JP,Japan,Aichi,,,JP-23,,18-06-2020,-12,-6,-20,-22,-11,7
JP,Japan,Aichi,,,JP-23,,19-06-2020,-5,-1,-24,-23,-18,9
JP,Japan,Aichi,,,JP-23,,20-06-2020,-5,5,10,-28,-13,4
JP,Japan,Aichi,,,JP-23,,21-06-2020,-9,1,13,-30,-10,4
JP,Japan,Aichi,,,JP-23,,22-06-2020,-10,-1,-2,-19,-9,6
JP,Japan,Aichi,,,JP-23,,23-06-2020,-7,1,9,-20,-9,6
JP,Japan,Aichi,,,JP-23,,24-06-2020,-8,1,4,-20,-9,6
JP,Japan,Aichi,,,JP-23,,25-06-2020,-6,2,-14,-19,-10,6
JP,Japan,Aichi,,,JP-23,,26-06-2020,-5,1,-5,-20,-16,8
JP,Japan,Aichi,,,JP-23,,27-06-2020,-6,4,4,-26,-15,5
JP,Japan,Aichi,,,JP-23,,28-06-2020,-10,0,-22,-32,-12,5
JP,Japan,Aichi,,,JP-23,,29-06-2020,-6,-1,4,-18,-8,5
JP,Japan,Aichi,,,JP-23,,30-06-2020,-13,-6,-32,-20,-8,7
JP,Japan,Aichi,,,JP-23,,01-07-2020,-9,0,-7,-19,-7,5
JP,Japan,Aichi,,,JP-23,,02-07-2020,-7,1,6,-19,-8,5
JP,Japan,Aichi,,,JP-23,,03-07-2020,-12,-4,-16,-20,-10,7
JP,Japan,Aichi,,,JP-23,,04-07-2020,-10,-2,-38,-34,-14,8
JP,Japan,Aichi,,,JP-23,,05-07-2020,-10,1,-9,-33,-11,5
JP,Japan,Aichi,,,JP-23,,06-07-2020,-18,-12,-37,-18,-9,7
JP,Japan,Aichi,,,JP-23,,07-07-2020,-10,-2,-24,-19,-10,6
JP,Japan,Aichi,,,JP-23,,08-07-2020,-11,-2,-17,-20,-10,7
JP,Japan,Aichi,,,JP-23,,09-07-2020,-10,-3,-28,-20,-10,7
JP,Japan,Aichi,,,JP-23,,10-07-2020,-8,1,-16,-19,-11,7
JP,Japan,Aichi,,,JP-23,,11-07-2020,-9,-1,-31,-33,-16,7
JP,Japan,Aichi,,,JP-23,,12-07-2020,-9,3,6,-31,-10,4
JP,Japan,Aichi,,,JP-23,,13-07-2020,-13,-7,-27,-17,-9,6
JP,Japan,Aichi,,,JP-23,,14-07-2020,-10,-2,-24,-20,-10,7
JP,Japan,Aichi,,,JP-23,,15-07-2020,-4,3,3,-17,-8,5
JP,Japan,Aichi,,,JP-23,,16-07-2020,-5,2,6,-18,-9,5
JP,Japan,Aichi,,,JP-23,,17-07-2020,-12,-4,-21,-20,-11,7
JP,Japan,Aichi,,,JP-23,,18-07-2020,-10,0,-20,-31,-11,6
JP,Japan,Aichi,,,JP-23,,19-07-2020,-11,0,2,-33,-10,5
JP,Japan,Aichi,,,JP-23,,20-07-2020,-8,1,-5,-18,-8,5
JP,Japan,Aichi,,,JP-23,,21-07-2020,-8,2,1,-18,-8,5
JP,Japan,Aichi,,,JP-23,,22-07-2020,-3,4,1,-14,-8,4
JP,Japan,Aichi,,,JP-23,,23-07-2020,8,3,13,-41,-48,15
JP,Japan,Aichi,,,JP-23,,24-07-2020,-4,-1,12,-48,-53,19
JP,Japan,Aichi,,,JP-23,,25-07-2020,-17,-6,-37,-40,-20,9
JP,Japan,Aichi,,,JP-23,,26-07-2020,-20,-8,-40,-38,-14,7
JP,Japan,Aichi,,,JP-23,,27-07-2020,-12,-1,-18,-19,-10,6
JP,Japan,Aichi,,,JP-23,,28-07-2020,-10,2,0,-22,-10,6
JP,Japan,Aichi,,,JP-23,,29-07-2020,-10,1,0,-23,-11,6
JP,Japan,Aichi,,,JP-23,,30-07-2020,-9,3,-2,-25,-11,6
JP,Japan,Aichi,,,JP-23,,31-07-2020,-14,0,-2,-27,-11,7
JP,Japan,Aichi,,,JP-23,,01-08-2020,-16,1,-1,-38,-9,6
JP,Japan,Aichi,,,JP-23,,02-08-2020,-18,0,-1,-41,-10,6
JP,Japan,Aichi,,,JP-23,,03-08-2020,-13,-1,1,-25,-11,6
JP,Japan,Aichi,,,JP-23,,04-08-2020,-11,3,5,-27,-12,6
JP,Japan,Aichi,,,JP-23,,05-08-2020,-11,2,0,-27,-12,6
JP,Japan,Aichi,,,JP-23,,06-08-2020,-9,1,2,-27,-13,6
JP,Japan,Aichi,,,JP-23,,07-08-2020,-14,-1,-2,-28,-14,8
JP,Japan,Aichi,,,JP-23,,08-08-2020,-16,0,-5,-37,-12,7
JP,Japan,Aichi,,,JP-23,,09-08-2020,-16,-3,-3,-39,-12,5
JP,Japan,Aichi,,,JP-23,,10-08-2020,12,3,30,-51,-66,20
JP,Japan,Aichi,,,JP-23,,11-08-2020,6,9,18,-37,-44,14
JP,Japan,Aichi,,,JP-23,,12-08-2020,9,7,24,-38,-49,15
JP,Japan,Aichi,,,JP-23,,13-08-2020,14,7,24,-43,-62,19
JP,Japan,Aichi,,,JP-23,,14-08-2020,2,2,14,-47,-64,22
JP,Japan,Aichi,,,JP-23,,15-08-2020,-16,-5,-9,-46,-43,10
JP,Japan,Aichi,,,JP-23,,16-08-2020,-21,-6,-18,-42,-16,7
JP,Japan,Aichi,,,JP-23,,17-08-2020,-13,-2,-7,-29,-15,8
JP,Japan,Aichi,,,JP-23,,18-08-2020,-12,-2,-1,-29,-14,7
JP,Japan,Aichi,,,JP-23,,19-08-2020,-12,-1,-5,-29,-14,7
JP,Japan,Aichi,,,JP-23,,20-08-2020,-9,2,-7,-29,-14,7
JP,Japan,Aichi,,,JP-23,,21-08-2020,-15,-4,-9,-31,-15,9
JP,Japan,Aichi,,,JP-23,,22-08-2020,-15,-1,-16,-40,-12,7
JP,Japan,Aichi,,,JP-23,,23-08-2020,-16,-2,-14,-41,-11,6
JP,Japan,Aichi,,,JP-23,,24-08-2020,-13,-4,-8,-26,-11,7
JP,Japan,Aichi,,,JP-23,,25-08-2020,-9,1,-1,-26,-11,6
JP,Japan,Aichi,,,JP-23,,26-08-2020,-11,-1,-6,-25,-11,6
JP,Japan,Aichi,,,JP-23,,27-08-2020,-10,-1,-7,-26,-11,6
JP,Japan,Aichi,,,JP-23,,28-08-2020,-14,-4,-7,-28,-12,7
JP,Japan,Aichi,,,JP-23,,29-08-2020,-13,-1,-11,-37,-12,6
JP,Japan,Aichi,,,JP-23,,30-08-2020,-14,-2,-13,-38,-10,5
JP,Japan,Aichi,,,JP-23,,31-08-2020,-11,-2,-10,-24,-10,6
JP,Japan,Aichi,,,JP-23,,01-09-2020,-12,-1,-3,-24,-9,6
JP,Japan,Aichi,,,JP-23,,02-09-2020,-12,-1,-6,-25,-10,6
JP,Japan,Aichi,,,JP-23,,03-09-2020,-13,-4,-19,-25,-11,7
JP,Japan,Aichi,,,JP-23,,04-09-2020,-17,-6,-16,-27,-12,8
JP,Japan,Aichi,,,JP-23,,05-09-2020,-10,1,-11,-35,-11,6
JP,Japan,Aichi,,,JP-23,,06-09-2020,-15,-3,-18,-39,-11,6
JP,Japan,Aichi,,,JP-23,,07-09-2020,-23,-15,-31,-26,-12,8
JP,Japan,Aichi,,,JP-23,,08-09-2020,-9,0,-1,-22,-10,5
JP,Japan,Aichi,,,JP-23,,09-09-2020,-13,-7,-13,-21,-10,6
JP,Japan,Aichi,,,JP-23,,10-09-2020,-10,-4,-14,-20,-11,5
JP,Japan,Aichi,,,JP-23,,11-09-2020,-12,-4,-5,-23,-11,6
JP,Japan,Aichi,,,JP-23,,12-09-2020,-10,-1,-2,-31,-9,4
JP,Japan,Aichi,,,JP-23,,13-09-2020,-12,-4,-17,-33,-9,4
JP,Japan,Aichi,,,JP-23,,14-09-2020,-10,-4,6,-18,-8,4
JP,Japan,Aichi,,,JP-23,,15-09-2020,-6,0,13,-18,-8,4
JP,Japan,Aichi,,,JP-23,,16-09-2020,-9,-1,8,-18,-8,4
JP,Japan,Aichi,,,JP-23,,17-09-2020,-9,-4,-1,-20,-9,4
JP,Japan,Aichi,,,JP-23,,18-09-2020,-12,-5,-3,-19,-10,5
JP,Japan,Aichi,,,JP-23,,19-09-2020,-9,-1,10,-20,-6,2
JP,Japan,Aichi,,,JP-23,,20-09-2020,-8,-3,13,-20,-8,1
JP,Japan,Aichi,,,JP-23,,21-09-2020,14,-1,52,-34,-53,12
JP,Japan,Aichi,,,JP-23,,22-09-2020,6,2,37,-38,-50,14
JP,Japan,Aichi,,,JP-23,,23-09-2020,-13,-1,-5,-16,-6,4
JP,Japan,Aichi,,,JP-23,,24-09-2020,-10,-2,-2,-19,-8,5
JP,Japan,Aichi,,,JP-23,,25-09-2020,-17,-8,-30,-19,-9,7
JP,Japan,Aichi,,,JP-23,,26-09-2020,-10,1,2,-25,-6,4
JP,Japan,Aichi,,,JP-23,,27-09-2020,-11,-1,14,-25,-6,3
JP,Japan,Aichi,,,JP-23,,28-09-2020,-8,0,2,-15,-8,4
JP,Japan,Aichi,,,JP-23,,29-09-2020,-6,1,6,-16,-7,4
JP,Japan,Aichi,,,JP-23,,30-09-2020,-5,4,2,-16,-6,3
JP,Japan,Aichi,,,JP-23,,01-10-2020,-7,0,3,-17,-7,4
JP,Japan,Aichi,,,JP-23,,02-10-2020,-11,-3,3,-20,-8,5
JP,Japan,Aichi,,,JP-23,,03-10-2020,-10,0,7,-26,-9,4
JP,Japan,Aichi,,,JP-23,,04-10-2020,-11,-2,9,-25,-8,3
JP,Japan,Aichi,,,JP-23,,05-10-2020,-11,-3,-5,-16,-8,4
JP,Japan,Aichi,,,JP-23,,06-10-2020,-8,0,8,-16,-8,3
JP,Japan,Aichi,,,JP-23,,07-10-2020,-10,-3,-9,-16,-7,4
JP,Japan,Aichi,,,JP-23,,08-10-2020,-13,-8,-37,-18,-9,5
JP,Japan,Aichi,,,JP-23,,09-10-2020,-16,-8,-37,-20,-10,7
JP,Japan,Aichi,,,JP-23,,10-10-2020,-18,-10,-50,-41,-17,10
JP,Japan,Aichi,,,JP-23,,11-10-2020,-8,2,13,-22,-5,3
JP,Japan,Aichi,,,JP-23,,12-10-2020,-9,-2,1,-15,-8,4
JP,Japan,Aichi,,,JP-23,,13-10-2020,-8,0,9,-15,-8,4
JP,Japan,Aichi,,,JP-23,,14-10-2020,-8,-1,7,-15,-7,4
JP,Japan,Aichi,,,JP-23,,15-10-2020,-3,4,5,-14,-8,3
JP,Japan,Aichi,,,JP-23,,16-10-2020,-7,1,1,-16,-9,4
JP,Japan,Aichi,,,JP-23,,17-10-2020,-11,-5,-48,-27,-8,6
JP,Japan,Aichi,,,JP-23,,18-10-2020,-6,2,12,-17,-6,2
JP,Japan,Aichi,,,JP-23,,19-10-2020,-9,-5,-23,-15,-8,4
JP,Japan,Aichi,,,JP-23,,20-10-2020,-3,2,4,-15,-7,3
JP,Japan,Aichi,,,JP-23,,21-10-2020,-6,1,5,-14,-7,3
JP,Japan,Aichi,,,JP-23,,22-10-2020,-5,0,-8,-15,-7,4
JP,Japan,Aichi,,,JP-23,,23-10-2020,-10,-4,-23,-16,-9,6
JP,Japan,Aichi,,,JP-23,,24-10-2020,-5,2,6,-18,-7,2
JP,Japan,Aichi,,,JP-23,,25-10-2020,-5,2,16,-16,-6,1
JP,Japan,Aichi,,,JP-23,,26-10-2020,-7,-1,0,-14,-7,3
JP,Japan,Aichi,,,JP-23,,27-10-2020,-6,1,7,-14,-6,3
JP,Japan,Aichi,,,JP-23,,28-10-2020,-6,0,2,-15,-6,3
JP,Japan,Aichi,,,JP-23,,29-10-2020,-4,-1,2,-16,-7,3
JP,Japan,Aichi,,,JP-23,,30-10-2020,-7,-1,-3,-17,-7,4
JP,Japan,Aichi,,,JP-23,,31-10-2020,-6,0,6,-18,-7,2
JP,Japan,Aichi,,,JP-23,,01-11-2020,-7,-2,12,-18,-5,2
JP,Japan,Aichi,,,JP-23,,02-11-2020,-7,-7,-30,-16,-10,4
JP,Japan,Aichi,,,JP-23,,03-11-2020,11,2,28,-38,-46,14
JP,Japan,Aichi,,,JP-23,,04-11-2020,-10,-1,-7,-15,-5,3
JP,Japan,Aichi,,,JP-23,,05-11-2020,-7,-1,-1,-16,-6,3
JP,Japan,Aichi,,,JP-23,,06-11-2020,-11,-4,-1,-17,-7,4
JP,Japan,Aichi,,,JP-23,,07-11-2020,-12,-5,-31,-27,-4,5
JP,Japan,Aichi,,,JP-23,,08-11-2020,-9,-1,11,-21,-6,2
JP,Japan,Aichi,,,JP-23,,09-11-2020,-9,-3,-6,-16,-6,3
JP,Japan,Aichi,,,JP-23,,10-11-2020,-6,0,0,-16,-6,4
JP,Japan,Aichi,,,JP-23,,11-11-2020,-7,0,0,-16,-6,4
JP,Japan,Aichi,,,JP-23,,12-11-2020,-6,-2,2,-16,-7,4
JP,Japan,Aichi,,,JP-23,,13-11-2020,-10,-2,1,-18,-8,5
JP,Japan,Aichi,,,JP-23,,14-11-2020,-9,-1,6,-22,-7,3
JP,Japan,Aichi,,,JP-23,,15-11-2020,-8,0,19,-19,-6,2
JP,Japan,Aichi,,,JP-23,,16-11-2020,-10,-2,2,-15,-7,3
JP,Japan,Aichi,,,JP-23,,17-11-2020,-8,-2,8,-16,-7,3
JP,Japan,Aichi,,,JP-23,,18-11-2020,-9,-1,5,-16,-6,4
JP,Japan,Aichi,,,JP-23,,19-11-2020,-7,-1,0,-16,-7,4
JP,Japan,Aichi,,,JP-23,,20-11-2020,-11,-3,-26,-18,-8,6
JP,Japan,Aichi,,,JP-23,,21-11-2020,-11,-1,1,-21,-7,3
JP,Japan,Aichi,,,JP-23,,22-11-2020,-10,-4,9,-21,-8,2
JP,Japan,Aichi,,,JP-23,,23-11-2020,7,0,31,-39,-50,14
JP,Japan,Aichi,,,JP-23,,24-11-2020,-10,-1,0,-17,-6,4
JP,Japan,Aichi,,,JP-23,,25-11-2020,-8,1,-1,-16,-5,4
JP,Japan,Aichi,,,JP-23,,26-11-2020,-7,-1,2,-17,-6,4
JP,Japan,Aichi,,,JP-23,,27-11-2020,-10,-3,1,-20,-7,5
JP,Japan,Aichi,,,JP-23,,28-11-2020,-10,-2,-4,-27,-7,4
JP,Japan,Aichi,,,JP-23,,29-11-2020,-10,-2,3,-28,-7,4
JP,Japan,Aichi,,,JP-23,,30-11-2020,-7,1,-10,-18,-5,4
JP,Japan,Aichi,,,JP-23,,01-12-2020,-8,0,-1,-19,-5,4
JP,Japan,Aichi,,,JP-23,,02-12-2020,-9,0,-2,-20,-5,4
JP,Japan,Aichi,,,JP-23,,03-12-2020,-8,-1,-5,-20,-6,4
JP,Japan,Aichi,,,JP-23,,04-12-2020,-10,-2,-5,-22,-7,5
JP,Japan,Aichi,,,JP-23,,05-12-2020,-8,1,-5,-28,-6,4
JP,Japan,Aichi,,,JP-23,,06-12-2020,-9,0,3,-27,-6,3
JP,Japan,Aichi,,,JP-23,,07-12-2020,-11,-2,-6,-19,-6,4
JP,Japan,Aichi,,,JP-23,,08-12-2020,-9,-2,-4,-21,-6,4
JP,Japan,Aichi,,,JP-23,,09-12-2020,-9,-2,-3,-20,-6,4
JP,Japan,Aichi,,,JP-23,,10-12-2020,-6,0,-4,-19,-6,4
JP,Japan,Aichi,,,JP-23,,11-12-2020,-11,-3,-5,-21,-7,5
JP,Japan,Aichi,,,JP-23,,12-12-2020,-8,-1,-8,-27,-7,4
JP,Japan,Aichi,,,JP-23,,13-12-2020,-9,-2,-12,-27,-7,4
JP,Japan,Aichi,,,JP-23,,14-12-2020,-10,-4,-16,-19,-7,4
JP,Japan,Aichi,,,JP-23,,15-12-2020,-6,1,-27,-17,-7,4
JP,Japan,Aichi,,,JP-23,,16-12-2020,-11,-3,-29,-18,-8,6
JP,Japan,Aichi,,,JP-23,,17-12-2020,-6,1,-18,-18,-7,4
JP,Japan,Aichi,,,JP-23,,18-12-2020,-10,-1,-14,-20,-7,5
JP,Japan,Aichi,,,JP-23,,19-12-2020,-7,2,-21,-28,-5,4
JP,Japan,Aichi,,,JP-23,,20-12-2020,-7,1,-18,-30,-5,4
JP,Japan,Aichi,,,JP-23,,21-12-2020,-7,0,-17,-18,-6,4
JP,Japan,Aichi,,,JP-23,,22-12-2020,-5,1,-7,-20,-6,4
JP,Japan,Aichi,,,JP-23,,23-12-2020,-4,2,-8,-20,-6,4
JP,Japan,Aichi,,,JP-23,,24-12-2020,3,6,-17,-21,-8,5
JP,Japan,Aichi,,,JP-23,,25-12-2020,-7,1,-26,-24,-10,7
JP,Japan,Aichi,,,JP-23,,26-12-2020,-13,0,-26,-30,-2,5
JP,Japan,Aichi,,,JP-23,,27-12-2020,-13,-1,-15,-31,-3,4
JP,Japan,Aichi,,,JP-23,,28-12-2020,15,10,-20,-29,-36,12
JP,Japan,Aichi,,,JP-23,,29-12-2020,23,17,0,-40,-56,18
JP,Japan,Aichi,,,JP-23,,30-12-2020,19,19,-30,-49,-70,22
JP,Japan,Aichi,,,JP-23,,31-12-2020,-2,10,-38,-62,-79,29
JP,Japan,Aichi,,,JP-23,,01-01-2021,-36,-39,-21,-71,-86,33
JP,Japan,Aichi,,,JP-23,,02-01-2021,-26,-24,-31,-50,-61,14
JP,Japan,Aichi,,,JP-23,,03-01-2021,-24,-17,-33,-37,-31,7
JP,Japan,Aichi,,,JP-23,,04-01-2021,11,2,-1,-37,-54,18
JP,Japan,Aichi,,,JP-23,,05-01-2021,1,2,-6,-30,-30,13
JP,Japan,Aichi,,,JP-23,,06-01-2021,-13,-1,-10,-27,-9,7
JP,Japan,Aichi,,,JP-23,,07-01-2021,-18,-4,-23,-27,-8,7
JP,Japan,Aichi,,,JP-23,,08-01-2021,-23,-7,-23,-29,-8,8
JP,Japan,Aichi,,,JP-23,,09-01-2021,-19,-5,-29,-42,-7,8
JP,Japan,Aichi,,,JP-23,,10-01-2021,-17,-6,-22,-42,-9,7
JP,Japan,Aichi,,,JP-23,,11-01-2021,-3,-4,-8,-53,-50,18
JP,Japan,Aichi,,,JP-23,,12-01-2021,-21,-7,-35,-25,-8,7
JP,Japan,Aichi,,,JP-23,,13-01-2021,-18,-3,-14,-25,-7,6
